mi1mg1,name1,team2,name2,team3,name3,team4,name4,itemcode,mi1mlb,BrandNameDescr
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,0492694,ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ ΕΛΛΗΝΙΚΟΣ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,0492710,ΦΙΛΕΤΟ ΧΟΙΡΙΝΟ ΑΝΕΥ ΟΣΤΟΥ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,0822288,ΤΗΓΑΝΙΑ ΧΟΙΡΙΝΗ ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,1244144,ΠΑΝΣΕΤΑ ΧΟΙΡΙΝΗ SPARE RIBS ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,2097061,ΧΟΙΡΙΝΟ ΚΟΤΣΙ MΕ OΣΤΟ ΟΛΛΑΝΔΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113020,Παραπροιόντα χοιρινού νωπά,2160851,ΦΙΛΕΤΟ ΧΟΙΡΙΝΟ ΟΛΛΑΝΔΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0348102,ΣΟΥΒΛΑΚΙ ΧΟΙΡΙΝΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0390237,ΡΟΛΟ ΧΟΙΡΙΝΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0822262,ΣΝΙΤΣΕΛ ΧΟΙΡΙΝΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0822270,ΣΝΙΤΣΕΛ ΧΟΙΡΙΝΟ ΠΑΝΕ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0822296,ΕΞΟΧΙΚΟ ΧΟΙΡΙΝΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,0952200,ΛΟΥΚΑΝΙΚΑ ΚΑΡΑΜΑΛΙΔΙΚΑ ΕΛΛΗΝΙΚΑ ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,1611094,ΛΟΥΚΑΝΙΚΑ ΧΩΡΙΑΤΙΚΑ ΠΑΣΣΙΑ ΠΑΡΑΔΙΣΙΑΚΑ ΕΛΛΗΝΙΚΑ ,ΠΑΣΣΙΑΣ ΑΛΛΑΝΤΙΚΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,1737980,ΓΥΡΟΣ ΧΟΙΡΙΝΟΣ ΧΕΙΡΟΠΟΙΗΤΟΣ ΕΛΛΗΝΙΚΟΣ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,1781202,ΛΟΥΚΑΝΙΚΑ ΧΩΡΙΑΤΙΚΑ ΔΕΛΤΑ ΕΛΛΗΝΙΚΑ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,3325560,ΛΟΥΚΑΝΙΚΑ ΚΑΡΑΜΑΝΛΙΔΙΚΑ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,3325578,ΛΟΥΚΑΝΙΚΑ ΤΖΟΥΜΑΓΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113040,Παρασκευάσματα χοιρινού νωπά,3325586,ΤΗΓΑΝΙΑ ΧΟΙΡΙΝΗ ΡΙΓΑΝΑΤΗ ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113050,Παρασκευάσματα χοιρινού νωπά συσκ,0840280,ΚΟΝΤΟΣΟΥΒΛΙ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113050,Παρασκευάσματα χοιρινού νωπά συσκ,1952480,ΛΟΥΚΑΝΙΚΑ ΧΩΡΙΑΤΙΚΑ ΤΡΙΚΑΛΩΝ ΜΑΡΑΒΑ ΜΕΓΑΛΟ ,ΜΑΡΑΒΑΣ ΛΟΥΚΑΝΙΚΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011130,ΧΟΙΡΙΝΟ ΝΩΠΟ,01113050,Παρασκευάσματα χοιρινού νωπά συσκ,3603388,ΛΟΥΚΑΝΙΚΟ ΧΩΡΙΑΤΙΚΟ ΝΑΝΟΣ ΕΛΛΗΝΙΚΗΣ ΕΠΕΞΕΡΓΑΣΙΑΣ ΣΥΣΚΕΥΑΣΜΕΝΟ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011160,ΘΗΡΑΜΑΤΑ,01116010,Θηράματα ολόκληρα νωπά,0068064,ΚΟΥΝΕΛΙΑ ΝΩΠΑ ΙΤΑΛΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117010,Κοτόπουλα ολόκληρα νωπά χύμα,0399824,ΚΟΚΚΟΡΙΑ ΙΤΑΛΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117010,Κοτόπουλα ολόκληρα νωπά χύμα,1641844,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΠΙΝΔΟΣ 65-70% ΧΥΜΑ ΕΛΛΗΝΙΚΟ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117020,Παραπροιόντα κοτόπουλου νωπά,1689454,ΦΙΛΕΤΟ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΠΙΝΔΟΣ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΧΥΜΑ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117020,Παραπροιόντα κοτόπουλου νωπά,1741297,ΜΠΟΥΤΙΑ ΚΟΤΟΠΟΥΛΟ  ΝΩΠΑ ΠΙΝΔΟΣ ΧΥΜΑ ΕΛΛΗΝΙΚΑ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117020,Παραπροιόντα κοτόπουλου νωπά,2010288,ΦΙΛΕΤΟ ΣΤΗΘΟΣ ΚΟΤΟΠΟΥΛΟ ΠΙΝΔΟΣ ΝΩΠΟ ΕΛΛΗΝΙΚΟ ΧΥΜΑ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117025,Παρασκευάσματα κοτόπουλου νωπά,0821793,ΣΝΙΤΣΕΛ ΚΟΤΑΣ ΠΑΝΕ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117025,Παρασκευάσματα κοτόπουλου νωπά,0821801,ΣΟΥΒΛΑΚΙ ΚΟΤΑΣ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117025,Παρασκευάσματα κοτόπουλου νωπά,0821835,ΡΟΛΟ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΚΡΕΟΠΩΛΕΙΟΥ,NO BRAND
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117025,Παρασκευάσματα κοτόπουλου νωπά,3082344,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ ΜΕ ΜΑΝΙΤΑΡΙΑ ΚΡΕΟΠΩΛΕΙΟΥ,
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117030,Συκωτάκια-εντόσθια κοτόπουλου νωπά,2500452,ΣΥΚΩΤΙΑ ΚΑΡΔΙΕΣ ΚΟΤΟΠΟΥΛΟ ΝΩΠΑ ΠΙΝΔΟΣ ΧΥΜΑ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117040,Κοτόπουλα ολόκληρα νωπά συσκ,1641869,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ 65% ΠΙΝΔΟΣ ΕΛΛΗΝΙΚΟ ΣΥΣΚΕΥΑΣΜΕΝΟ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117040,Κοτόπουλα ολόκληρα νωπά συσκ,1762020,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΠΙΝΔΟΣ ΕΛΕΥΘΕΡΑΣ ΒΟΣΚΗΣ ΣΥΣΚΕΥΑΣΜΕΝΟ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117050,Παραπροιόντα κοτόπουλου νωπά συσκ,1641893,ΦΙΛΕΤΟ ΣΤΗΘΟΣ ΚΟΤΟΠΟΥΛΟΥ ΠΙΝΔΟΣ ΝΩΠΟ ΣΥΣΚΕΥΑΣΜΕΝΟ ΕΛΛΗΝΙΚΟ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117050,Παραπροιόντα κοτόπουλου νωπά συσκ,1641901,ΦΙΛΕΤΟ ΜΠΟΥΤΙ ΚΟΤΟΠ ΠΙΝΔΟΣ ΝΩΠΟ ΣΥΣΚΕΥΑΣΜΕΝΟ ΕΛΛΗΝΙΚΟ,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΑ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117050,Παραπροιόντα κοτόπουλου νωπά συσκ,1858828,ΜΠΟΥΤΙΑ ΚΟΤΟΠΟΥΛΟ ΝΩΠΑ ΝΙΤΣΙΑΚΟΣ 850ΓΡ ΕΛΛΗΝΙΚΑ ΣΥΣΚΕΥΑΣΜΕΝΑ,ΝΙΤΣΙΑΚΟΣ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117050,Παραπροιόντα κοτόπουλου νωπά συσκ,1864990,ΦΙΛΕΤΟ ΣΤΗΘΟΣ ΚΟΤΟΠ ΝΙΤΣΙΑΚΟΣ ΝΩΠΟ 700ΓΡ,ΝΙΤΣΙΑΚΟΣ
01,ΦΡΕΣΚΑ ΠΡΟΙΟΝΤΑ,0111,ΚΡΕΟΠΩΛΕΙΟ,011170,ΚΟΤΟΠΟΥΛΑ,01117050,Παραπροιόντα κοτόπουλου νωπά συσκ,1937564,ΦΙΛΕΤΟ ΜΠΟΥΤΙ ΚΟΤΟΠ ΝΙΤΣΙΑΚΟΣ 700ΓΡ,ΝΙΤΣΙΑΚΟΣ
